gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pvalue_model,model_converged,test_status,refseq,exons,direction
ABLIM2,472.4035990391978,-1.9806884803749576,0.4800479082619622,-4.126022520431639,3.690911408645174e-05,0.00066626658521,3.690911408645174e-05,True,tested,NM_001130083,21,down
ABLIM3,386.5308994516541,-2.909094278479283,0.4424790415242299,-6.574535753056638,4.880520217098043e-11,3.351290549073989e-09,4.880520217098043e-11,True,tested,NM_014945,24,down
ABO,84.24906022623681,-2.320638707750786,0.5904511181238177,-3.930280825150623,8.484670557644098e-05,0.0013884727239658,8.484670557644098e-05,True,tested,NM_020469,7,down
ACAA1,354.2874025018538,-1.1709583566720887,0.4190119339494967,-2.794570421025821,0.0051968720766528,0.0427886661734445,0.0051968720766528,True,tested,NM_001607,12,down
ACACB,516.6458151849706,-3.0166948500769832,0.5779406153659333,-5.219731525819325,1.791826873128718e-07,6.0725590739001e-06,1.791826873128718e-07,True,tested,NM_001093,52,down
ACHE,144.5544775855244,-2.7501105716335577,0.5658345929747458,-4.860272959232629,1.1722401237128872e-06,3.1417231478896924e-05,1.1722401237128872e-06,True,tested,NM_000665,5,down
ACOT7,420.6261902936805,1.969540318688888,0.4326563192065041,4.552205136633723,5.308653478534765e-06,0.0001209820248275,5.308653478534765e-06,True,tested,NM_007274,9,up
ACP5,567.1058172302405,1.8179119776009256,0.4532757315757831,4.010609549470198,6.056219211874053e-05,0.0010379549598686,6.056219211874053e-05,True,tested,NM_001111035,7,up
ACPP,277.4464283132493,-1.405659841271783,0.4924995197155595,-2.854134440747504,0.004315426484721,0.0371317531928575,0.004315426484721,True,tested,NM_001134194,11,down
ACSL5,80.48261823778923,-1.8467993631915096,0.5671742669543797,-3.2561409619453983,0.0011293766634525,0.0124373492937449,0.0011293766634525,True,tested,NM_016234,21,down
ACTA1,2842.342826197632,-6.371021644043193,0.6628616465935754,-9.611389762529884,7.157628406062985e-22,5.784464925699826e-19,7.157628406062985e-22,True,tested,NM_001100,7,down
ACTA2,300.8536455440857,-1.5161346235662916,0.5380386641757965,-2.817891583848919,0.0048340129355602,0.0405316359944101,0.0048340129355602,True,tested,NM_001613,9,down
ACTC1,1235.8177436706103,-4.254564242175488,0.6118022831349552,-6.954149010975477,3.546965461747789e-12,3.0797040612497744e-10,3.546965461747789e-12,True,tested,NM_005159,7,down
ACTN2,1381.782346041449,-5.43509594297806,0.6267976411674762,-8.671213141221504,4.275405480485151e-18,1.151728460973769e-15,4.275405480485151e-18,True,tested,NM_001103,21,down
ACVRL1,284.8816791211128,-1.462112580072927,0.489562379023548,-2.986570542836992,0.0028212573970054,0.0263467824115012,0.0028212573970054,True,tested,NM_000020,10,down
ADAMTS1,1510.2066839690733,-2.246948468821892,0.380309343891029,-5.908212629836714,3.458394559246537e-09,1.5728958112313473e-07,3.458394559246537e-09,True,tested,NM_006988,9,down
ADAMTS17,150.07441104528934,-2.547186611921733,0.5882430914070271,-4.330159842301048,1.4900114622850451e-05,0.0003022019386634,1.4900114622850451e-05,True,tested,NM_139057,22,down
ADAMTS5,196.4751699583801,-2.423858244960332,0.5160771083691051,-4.696697849319751,2.6440112228677406e-06,6.498264885314725e-05,2.6440112228677406e-06,True,tested,NM_007038,8,down
ADAMTS9,709.9238642081027,-2.731692992689051,0.4361744746205372,-6.26284469091312,3.7801707277666254e-10,2.1237686452361592e-08,3.7801707277666254e-10,True,tested,NM_182920,40,down
ADAMTSL1,72.59642319513613,-3.280636472421942,0.6511236395830663,-5.0384232317576885,4.693826125747024e-07,1.4324052158988084e-05,4.693826125747024e-07,True,tested,NM_001040272,29,down
ADCY1,90.35388208036012,-2.4199704910725486,0.5588173856262837,-4.330521120706389,1.4875687635817516e-05,0.0003022019386634,1.4875687635817516e-05,True,tested,NM_021116,20,down
ADCY4,248.04193317699423,-2.287988057988835,0.4463466364493436,-5.126034053240819,2.959091081828113e-07,9.654723883753466e-06,2.959091081828113e-07,True,tested,NM_139247,25,down
ADCY6,740.3015136005216,-1.6101349715691438,0.3992094161798733,-4.033309101215336,5.499686095087973e-05,0.000960832719108,5.499686095087973e-05,True,tested,NM_015270,21,down
ADH7,947.4648951134412,-1.7595917252308426,0.4832021516428259,-3.64152295110536,0.0002710299575174,0.003796587644905,0.0002710299575174,True,tested,NM_000673,9,down
ADORA2B,266.22119472467904,1.4742540595980462,0.4321532489165628,3.411414962849637,0.0006462665618682,0.0077774072153351,0.0006462665618682,True,tested,NM_000676,2,up
ADPRH,110.20054516162172,-1.8373115100299569,0.517449634424333,-3.550705977546938,0.0003841993674705,0.0051029058845075,0.0003841993674705,True,tested,NM_001125,5,down
ADPRHL1,91.7666231640794,-4.426011390521618,0.8699358749750036,-5.087744416390224,3.623472399094276e-07,1.152302304821377e-05,3.623472399094276e-07,True,tested,NM_138430,7,down
ADRA2A,150.6601830678713,-2.5112087876212867,0.5758757639297544,-4.36067802278202,1.296600418116321e-05,0.0002698244531597,1.296600418116321e-05,True,tested,NM_000681,1,down
ADRB2,166.56909202312133,-2.029331007097334,0.508525444426204,-3.990618423011526,6.590123356964907e-05,0.0011113296306303,6.590123356964907e-05,True,tested,NM_000024,1,down
AFAP1L2,870.2974830423851,1.4586512620875929,0.4064508706054139,3.5887517227233703,0.0003322650791068,0.0044984238673927,0.0003322650791068,True,tested,NM_001001936,19,up
AGBL1,115.43452128020782,-5.375853055147332,0.951318109189243,-5.650952087655392,1.595615659794634e-08,6.447514662231702e-07,1.595615659794634e-08,True,tested,NM_152336,24,down
AGL,1355.40640032278,-1.264842989367769,0.4164130301138414,-3.0374721680106385,0.0023857143464571,0.0231142654815865,0.0023857143464571,True,tested,NM_000028,34,down
AGRN,3798.610501845186,1.841598378137467,0.3855902598840219,4.776050045173299,1.7877192003441942e-06,4.592121740541834e-05,1.7877192003441942e-06,True,tested,NM_198576,36,up
AHNAK2,9299.476409066794,1.3321667914845463,0.4133627309847387,3.2227549598169496,0.0012696411680097,0.0137372297745725,0.0012696411680097,True,tested,NM_138420,7,up
AIF1L,569.0006393009859,-3.608018272936385,0.4789796235590927,-7.532717667876442,4.969498715543594e-14,5.613930484462474e-12,4.969498715543594e-14,True,tested,NM_031426,6,down
AK1,293.95893129813595,-1.380286339261491,0.4343412168829352,-3.17788477263835,0.0014835369716583,0.0155394211607598,0.0014835369716583,True,tested,NM_000476,7,down
AKAP12,528.3347868356732,-1.6692025649657456,0.5266156620422141,-3.1696789238903045,0.0015260746798191,0.015921490155094,0.0015260746798191,True,tested,NM_005100,5,down
AKAP2,631.1478337928439,-1.504844828007314,0.4224384008954007,-3.5622822755167243,0.0003676447765263,0.0049392276498546,0.0003676447765263,True,tested,NM_001004065,4,down
AKAP6,1172.1682883574665,-3.191800708201244,0.4843856203876981,-6.589379564254102,4.416683354986695e-11,3.052741797861198e-09,4.416683354986695e-11,True,tested,NM_004274,14,down
AKR1B10,1548.211439534236,1.5598111654032023,0.4421402081394681,3.5278654523797064,0.0004189250363959,0.0054878135067029,0.0004189250363959,True,tested,NM_020299,10,up
AKR1C1,135.8001277864761,2.203694137506684,0.5516443773611543,3.9947731327350304,6.47562303494598e-05,0.0010955377714193,6.47562303494598e-05,True,tested,NM_001353,9,up
AKR1C3,1289.2761061644132,3.487759377805073,0.5281875421082669,6.603259448118825,4.022147129396343e-11,2.7984554795654287e-09,4.022147129396343e-11,True,tested,NM_003739,9,up
ALDH1A1,383.3942362976818,-1.686239988495314,0.5007956984280996,-3.3671215503409746,0.0007595720131592,0.0088177498013823,0.0007595720131592,True,tested,NM_000689,13,down
ALDH9A1,587.6320806288761,-1.448458543163595,0.4286789818169495,-3.378888643022163,0.0007277948153232,0.0085528102122889,0.0007277948153232,True,tested,NM_000696,11,down
ALKBH4,75.81484973774208,1.728541026194811,0.6181962520889495,2.796104020938159,0.0051722750059147,0.0426865052726943,0.0051722750059147,True,tested,NM_017621,3,up
ALOX12,845.0156254196473,-3.602934413491088,0.7402451536973805,-4.867217833842116,1.1318025653620797e-06,3.055533006958381e-05,1.1318025653620797e-06,True,tested,NM_000697,14,down
ALOX12P2,260.62472185133885,3.269727924642647,0.4761718957244649,6.866696573236364,6.570561640140889e-12,5.392993796196888e-10,6.570561640140889e-12,True,tested,NR_002710,14,up
ALPK3,1242.0548410917816,-3.280990768066689,0.4834874034235695,-6.786093587617849,1.1521043073851404e-11,9.16970291923355e-10,1.1521043073851404e-11,True,tested,NM_020778,14,down
AMICA1,130.67301029563632,-1.652819333000653,0.5495600113438838,-3.0075320235889795,0.0026337837356911,0.0248835718769529,0.0026337837356911,True,tested,NM_001098526,10,down
AMOT,554.1181892203111,-4.285430274435917,0.6827220973087186,-6.276976080500435,3.4522116800524265e-10,1.981909066154688e-08,3.4522116800524265e-10,True,tested,NM_133265,12,down
AMY2B,52.5295855194664,-1.7296020937030767,0.6321106135984598,-2.736233273883587,0.0062146953339312,0.0490576681737511,0.0062146953339312,True,tested,NM_020978,12,down
ANGPTL2,860.894027494733,-1.6283326139012846,0.4724117612075546,-3.44685028530836,0.0005671627881576,0.0070349613369348,0.0005671627881576,True,tested,NM_012098,5,down
ANK2,425.99993946313,-3.876625377585044,0.5279017428858512,-7.343460084812206,2.0814149068524579e-13,2.1203988610412705e-11,2.0814149068524579e-13,True,tested,NM_001127493,47,down
ANKRD1,956.3864564735724,-5.691524382187548,0.7166443518484641,-7.94190921550866,1.990926421274765e-15,2.946010279142632e-13,1.990926421274765e-15,True,tested,NM_014391,9,down
ANKRD23,1812.5822479257388,-3.2397895773569862,0.4844480359085147,-6.687589456898535,2.2687652903073697e-11,1.6552533430534184e-09,2.2687652903073697e-11,True,tested,NM_144994,9,down
ANKRD44,143.41754215669158,-2.0172916107197967,0.6283627421527885,-3.210393416720569,0.0013255341579745,0.0141381338717564,0.0013255341579745,True,tested,NM_153697,26,down
ANKRD6,140.78287631292008,-2.000560057720404,0.5135426265455152,-3.895606624084387,9.795325860504484e-05,0.0015856655391442,9.795325860504484e-05,True,tested,NM_014942,16,down
ANXA1,23030.1680927691,-2.458739838785756,0.468932616077989,-5.243268978280749,1.577562996103244e-07,5.398656950182632e-06,1.577562996103244e-07,True,tested,NM_000700,13,down
ANXA6,783.2742475338654,-1.906968562650298,0.4221993999916334,-4.516748632726829,6.279637477951964e-06,0.0001415748312089,6.279637477951964e-06,True,tested,NM_001155,26,down
ANXA9,59.56670634892709,-3.232986397796576,0.6520375790740361,-4.958282316163075,7.111916597901001e-07,2.075494327154109e-05,7.111916597901001e-07,True,tested,NM_003568,14,down
AOC3,195.7337636338306,-3.106521837932413,0.483843609435686,-6.420508150465388,1.3582019799152623e-10,8.49361309582723e-09,1.3582019799152623e-10,True,tested,NM_003734,4,down
AOX1,287.5472493464255,-4.446136545770263,0.7111004342301044,-6.252473394400348,4.040025857398946e-10,2.257686790310283e-08,4.040025857398946e-10,True,tested,NM_001159,35,down
AP1S1,566.9670705753498,1.1365251785819692,0.4150126959244318,2.7385311093926505,0.0061714321369157,0.0488598839716932,0.0061714321369157,True,tested,NM_001283,5,up
AP1S2,129.7828129303659,-2.2227754266923165,0.551139317178502,-4.033055449702943,5.505628182972003e-05,0.000960832719108,5.505628182972003e-05,True,tested,NM_003916,5,down
APBB1,118.52087537720556,-1.873338377343184,0.5585635894964298,-3.353849790016,0.0007969561322002,0.0092110243398199,0.0007969561322002,True,tested,NM_001164,14,down
APLNR,436.3703718342954,-3.032169136102749,0.430422488439566,-7.0446345568407365,1.8594888020792706e-12,1.6841197719521394e-10,1.8594888020792706e-12,True,tested,NM_005161,1,down
APOD,189.585099657152,-4.725061849751793,1.710854768942972,-2.761813530596233,0.0057481297070443,0.046169610628599,0.0057481297070443,True,tested,NM_001647,5,down
APOL3,143.66224111257677,-1.730040869404724,0.6090930298023878,-2.84035571703392,0.0045063252984821,0.0383969615457042,0.0045063252984821,True,tested,NM_030644,5,down
APOLD1,375.0645291634538,-1.4084158111370473,0.4153578111193061,-3.390849463843352,0.0006967636081123,0.0082714106969813,0.0006967636081123,True,tested,NM_001130415,2,down
APPL1,942.5270898905223,-1.3337884598577618,0.3863277596231446,-3.4524789550687403,0.0005554608034948,0.0069472276208532,0.0005554608034948,True,tested,NM_012096,22,down
AQP1,1204.4355811474777,-2.4350518165103234,0.3966887121566997,-6.138444936513421,8.33331870722275e-10,4.377492316904111e-08,8.33331870722275e-10,True,tested,NM_198098,4,down
ARHGAP10,287.8660010021124,-1.1674263217432097,0.4260859439575657,-2.739884613183753,0.0061460757359915,0.0487325824017565,0.0061460757359915,True,tested,NM_024605,23,down
ARHGAP20,164.25316593543462,-2.5836691959773197,0.5277570326399424,-4.895565641358312,9.80233642876859e-07,2.7029749742950864e-05,9.80233642876859e-07,True,tested,NM_020809,16,down
ARHGAP26,371.2938474029552,-1.3141589625266752,0.4389382052861647,-2.993949824144181,0.0027539122925133,0.0257636710108149,0.0027539122925133,True,tested,NM_001135608,23,down
ARHGAP29,402.4924971403716,-1.6502405448791475,0.4164404696659292,-3.962728565268836,7.40980107032564e-05,0.0012317621842538,7.40980107032564e-05,True,tested,NM_004815,23,down
ARHGAP30,632.5904438065331,-1.229662759277091,0.4023385721813027,-3.056288519915952,0.002240955029508,0.0220238293171292,0.002240955029508,True,tested,NM_001025598,12,down
ARHGAP8,117.30022149037572,1.897894759548008,0.535763911389263,3.5424087348971867,0.000396490595579,0.0052265121670688,0.000396490595579,True,tested,NM_001017526,13,up
ARHGEF16,476.0428624031392,1.586651767745451,0.4192059696133122,3.7848978372350586,0.0001537717347544,0.0023616353278651,0.0001537717347544,True,tested,NM_014448,15,up
ARHGEF6,254.1265739270318,-2.3475078927058264,0.5286918519881009,-4.440219541644574,8.98671519790863e-06,0.0001942683742165,8.98671519790863e-06,True,tested,NM_004840,22,down
ARL6IP5,548.1880339432722,-1.5973583699688034,0.4799434116360321,-3.3282223096338064,0.0008740209060493,0.0098842450365496,0.0008740209060493,True,tested,NM_006407,3,down
ARMCX1,124.63224870061896,-2.2096708869393757,0.6084218792775464,-3.631807076963089,0.0002814434972449,0.0039319752420947,0.0002814434972449,True,tested,NM_016608,4,down
ARNT2,56.473592294792006,-1.922004166143748,0.6220204628278936,-3.0899371982164934,0.0020019882165215,0.0199742528041556,0.0020019882165215,True,tested,NM_014862,19,down
ARPC1A,376.636845139286,1.1799314788392148,0.4285766021265063,2.7531402157389016,0.0059026609547075,0.0471943348479127,0.0059026609547075,True,tested,NM_006409,10,up
ARPP-21,191.18767488551944,-5.147344388154232,0.7687388901146065,-6.6958293047810375,2.144519326507446e-11,1.5866422566399454e-09,2.144519326507446e-11,True,tested,NM_016300,20,down
ARRB1,163.64185110700066,-1.454699749808175,0.525263250636493,-2.769467972574567,0.0056147924208647,0.0453064586586824,0.0056147924208647,True,tested,NM_004041,16,down
ARSG,109.6913712739789,-1.9838467361295165,0.5696958094381424,-3.482291256602481,0.0004971426487673,0.006346270556439,0.0004971426487673,True,tested,NM_014960,12,down
ARSJ,273.9918586189515,1.8259632565221744,0.4584837656931019,3.982612674980581,6.816179164257171e-05,0.0011402990175109,6.816179164257171e-05,True,tested,NM_024590,2,up
ASAH1,587.2249759738451,-1.0956894521931908,0.3984727207567144,-2.749722616174166,0.0059645732089541,0.0475446177035447,0.0059645732089541,True,tested,NM_001127505,14,down
ASB5,650.4410291106807,-5.59313099024331,1.6264707702451988,-3.4388143288920694,0.0005842678084431,0.0072045981167882,0.0005842678084431,True,tested,NM_080874,7,down
ATG9B,595.7981485784038,-3.120945371029189,0.494094213504619,-6.316498525437623,2.6755600034609105e-10,1.5703594076178953e-08,2.6755600034609105e-10,True,tested,NM_173681,17,down
ATP10B,194.24347119426943,-1.391336198262721,0.4586274413753612,-3.0336959212259376,0.0024157779171736,0.023263210630455,0.0024157779171736,True,tested,NM_025153,26,down
ATP12A,68.97522451989973,1.9148690039390328,0.5953675064735884,3.216280672220361,0.0012986375590947,0.0139219246896426,0.0012986375590947,True,tested,NM_001676,23,up
ATP13A4,274.0073334131972,-3.716279129192572,0.7622896894046327,-4.875153345042722,1.0872396467289125e-06,2.9668934359828452e-05,1.0872396467289125e-06,True,tested,NM_032279,30,down
ATP1A2,871.992142764538,-4.466221552776404,0.5547213934527377,-8.051287737394478,8.1927405562016365e-16,1.3448895669289748e-13,8.1927405562016365e-16,True,tested,NM_000702,23,down
ATP1B3,1399.6887473986378,1.601768260492973,0.5500405298975928,2.912091334053496,0.0035901764206063,0.0319376744071889,0.0035901764206063,True,tested,NM_001679,7,up
ATP2A1,792.0335952823176,-4.629590670653027,0.4739712795177687,-9.767660764937697,1.5498920866732562e-22,1.4802878420535665e-19,1.5498920866732562e-22,True,tested,NM_004320,23,down
ATP2C2,273.7851208740829,1.9229949007125708,0.574108172572124,3.349534099292044,0.0008094759123946,0.009324949490809,0.0008094759123946,True,tested,NM_014861,27,up
ATP8A1,280.3602665647331,-2.4773125775137848,0.4381405865770734,-5.654149954167737,1.5661943295407948e-08,6.353064720523394e-07,1.5661943295407948e-08,True,tested,NM_006095,37,down
ATP8B4,127.21918798714644,-1.536299374533637,0.5309725788353408,-2.8933685764026182,0.0038113375564246,0.0336486658552919,0.0038113375564246,True,tested,NM_024837,28,down
ATPGD1,105.20113023567286,-3.5135689895311395,0.6051253461290185,-5.806349068019394,6.384977641508281e-09,2.830404012729367e-07,6.384977641508281e-09,True,tested,NM_020811,9,down
AURKB,181.7481735851653,1.8231031756885907,0.5666322353970643,3.2174363931325964,0.0012934170268845,0.0138801218431558,0.0012934170268845,True,tested,NM_004217,9,up
AVIL,174.17347406835586,-1.3590257908540264,0.4874366301962965,-2.7881076362823416,0.0053016925657127,0.0434474119308723,0.0053016925657127,True,tested,NM_006576,19,down
AXUD1,577.3920782126414,-1.4046490722292355,0.4288268925319548,-3.275561996440244,0.0010545196645546,0.0117235805246682,0.0010545196645546,True,tested,NM_033027,5,down
B3GNT5,1347.7481632465756,1.2768521742541117,0.4602147954062097,2.774470067019673,0.0055291721996113,0.0447779554018854,0.0055291721996113,True,tested,NM_032047,2,up
B4GALNT1,121.58263076529512,1.9472515287086123,0.6050717591834188,3.218215854821165,0.0012899070482843,0.0138566088438402,0.0012899070482843,True,tested,NM_001478,11,up
B4GALNT3,1190.4360050444152,1.6377145724536752,0.4245979928056501,3.8570944757228314,0.0001147428217878,0.0018348372689547,0.0001147428217878,True,tested,NM_173593,20,up
BAIAP2L2,72.2945764371065,1.9330348597835596,0.6133387662157634,3.151659354112221,0.0016234554950257,0.0167052139380413,0.0016234554950257,True,tested,NM_025045,14,up
BBS9,154.97325540057005,-1.5551897021408698,0.5370832077033929,-2.89562153467984,0.0037840846869881,0.0334643044793752,0.0037840846869881,True,tested,NM_198428,23,down
BCAM,761.2797580598054,1.4239501094230669,0.4669835990757332,3.049250792193533,0.0022941287958135,0.0223615039528557,0.0022941287958135,True,tested,NM_005581,15,up
BCL2,160.7550437125373,-2.117263220138732,0.5312154279220674,-3.9856960262256313,6.728260322916997e-05,0.0011273860120026,6.728260322916997e-05,True,tested,NM_000633,3,down
BCL6B,142.22857526380946,-2.145371511019054,0.5144525692593516,-4.170202734350629,3.0432878687847343e-05,0.000558964726389,3.0432878687847343e-05,True,tested,NM_181844,9,down
BDH2,78.91218952256456,-2.2895338501453724,0.7546794919243472,-3.033783049155504,0.0024150803814073,0.023263210630455,0.0024150803814073,True,tested,NM_020139,10,down
BEST3,222.42180786997423,-4.544990915849879,0.6176823023606833,-7.358136858510675,1.8649479431278227e-13,1.939915157475337e-11,1.8649479431278227e-13,True,tested,NM_032735,10,down
BEX4,62.55608241515566,-2.375381737056025,0.7176967013218326,-3.3097292110735883,0.000933862693431,0.0105157143163839,0.000933862693431,True,tested,NM_001080425,3,down
BICC1,199.5129080430505,-2.352009312849162,0.4828480808080527,-4.8711166230857605,1.109693120352076e-06,3.0047515263966265e-05,1.109693120352076e-06,True,tested,NM_001080512,21,down
BID,169.49266459397307,1.644464001227298,0.555131386792096,2.962296927093354,0.0030535315882237,0.0280178190968374,0.0030535315882237,True,tested,NM_001196,6,up
BIN1,885.0180940786117,-2.576496181827789,0.4111225961332851,-6.2669777970376845,3.6812261802652734e-10,2.079299045691772e-08,3.6812261802652734e-10,True,tested,NM_139343,19,down
BIRC3,159.00442220787724,-1.491223471120408,0.503062821198633,-2.964288769277988,0.0030338344591659,0.0279102143852867,0.0030338344591659,True,tested,NM_182962,10,down
BMP4,65.88325376840741,-2.3472411669647784,0.6951357988979897,-3.376665639556902,0.0007337018033147,0.0086029811893127,0.0007337018033147,True,tested,NM_001202,4,down
BNC1,1477.5313295267704,1.3707322289852848,0.480919940886427,2.850229554754507,0.004368768589253,0.0375292582164287,0.004368768589253,True,tested,NM_001717,5,up
BNC2,517.3230424876637,-2.6425107522319218,0.4923618523719263,-5.36700952663528,8.005282999155422e-08,2.900120799625064e-06,8.005282999155422e-08,True,tested,NM_017637,7,down
BOC,612.5156545392036,-2.6558420229932467,0.4990447139151216,-5.321851827980602,1.0271622263603422e-07,3.6212638758864952e-06,1.0271622263603422e-07,True,tested,NM_033254,20,down
BPGM,514.3773627735624,1.407855469887752,0.4142323757726333,3.3987094013638983,0.0006770461197368,0.0080830074249488,0.0006770461197368,True,tested,NM_199186,4,up
BUB1,237.17850874766927,1.3655034503385477,0.4547913602445148,3.002483269700629,0.0026778669214636,0.0251642843263834,0.0026778669214636,True,tested,NM_004336,25,up
BVES,175.39060529390972,-1.549244089404115,0.5010365125882315,-3.092078222804763,0.0019876046589194,0.0198495955766231,0.0019876046589194,True,tested,NM_007073,8,down
BZRAP1,134.27950019905737,-1.7413657152064128,0.5136307269966738,-3.3903067392182904,0.0006981445984807,0.00827845050975,0.0006981445984807,True,tested,NM_004758,32,down
C10orf10,376.3829777549733,-2.0033597128662057,0.5555077934296793,-3.6063575283031697,0.0003105252238071,0.0042358735922357,0.0003105252238071,True,tested,NM_007021,2,down
C10orf116,232.4381247260197,-2.0559549740897944,0.5317535867793428,-3.866367853843807,0.0001104682765875,0.0017718774256923,0.0001104682765875,True,tested,NM_006829,3,down
C10orf71,234.69618031307104,-4.959504002362823,0.7390714570651846,-6.710452629380064,1.9402162643315668e-11,1.455993719504817e-09,1.9402162643315668e-11,True,tested,NM_199459,4,down
C10orf72,273.48191326334603,-1.6156947495172294,0.4757908169773375,-3.3958090233468856,0.0006842608414608,0.0081598687859109,0.0006842608414608,True,tested,NM_001031746,8,down
C11orf41,125.38498489056224,1.536332275470184,0.5409442008792598,2.840093808146947,0.0045100269052988,0.0383973603460858,0.0045100269052988,True,tested,NM_012194,20,up
C14orf172,531.761603736186,1.2545008310070105,0.448468072084019,2.7973024371108046,0.005153127151127,0.042561913403884,0.005153127151127,True,tested,NM_152307,4,up
C14orf49,328.00693099485767,-1.4601896296316772,0.4496379403186868,-3.2474786905143023,0.0011643238254897,0.0127420688652036,0.0011643238254897,True,tested,NM_152592,17,down
C15orf48,270.60565232680904,-2.8671456055116997,0.5350604683940803,-5.358545014766448,8.38948351089702e-08,3.018490197448085e-06,8.38948351089702e-08,True,tested,NM_197955,5,down
C16orf74,144.42568399471506,3.127695531833726,0.5202577989290422,6.011818637360419,1.8345349721743006e-09,8.760738371665096e-08,1.8345349721743006e-09,True,tested,NM_206967,4,up
C18orf26,123.9810102088639,-6.022548371436776,0.848116923148558,-7.101082653885275,1.2378331498744699e-12,1.150856201113379e-10,1.2378331498744699e-12,True,tested,NM_173629,3,down
C19orf26,72.06317337230242,2.1219320090343623,0.7751725394617792,2.737367361474995,0.0061933089441506,0.0489592955359272,0.0061933089441506,True,tested,NM_152769,9,up
C1QA,293.04157589451074,-1.256873355595991,0.4506957268555707,-2.788740342325825,0.0052913469739089,0.0434192026366054,0.0052913469739089,True,tested,NM_015991,3,down
C1QTNF5,122.59973137909849,-1.5855329207499549,0.5510229568841225,-2.877435324502069,0.0040092208528176,0.0349480223843252,0.0040092208528176,True,tested,NM_015645,3,down
C1S,1914.989670348595,-1.8223542094333367,0.4037944520496982,-4.513073917144967,6.3894740924200055e-06,0.0001434736559871,6.3894740924200055e-06,True,tested,NM_001734,12,down
C1orf115,80.64880469570183,-1.6241945776697353,0.5550881326685068,-2.926012072824638,0.0034333761310902,0.0307249145087172,0.0034333761310902,True,tested,NM_024709,2,down
C1orf161,89.5177084328879,-1.7603266344334965,0.594351549250576,-2.961759983048939,0.0030588612956519,0.0280422310402437,0.0030588612956519,True,tested,NM_152367,7,down
C1orf21,756.0668335463535,-1.446874010266423,0.4598798340106751,-3.1462001663522323,0.0016540676054773,0.0170035560304744,0.0016540676054773,True,tested,NM_030806,6,down
C1orf93,344.3660752975828,1.2382434672894378,0.4352994546139955,2.844578494561767,0.0044470227277619,0.0380149884278818,0.0044470227277619,True,tested,NM_152371,7,up
C20orf82,70.68256021192116,-3.4241561117296677,0.6877812234251997,-4.978554219141263,6.406099869194127e-07,1.8799576878702093e-05,6.406099869194127e-07,True,tested,NM_080826,6,down
C2orf54,552.3688457306051,-2.808985943507456,0.4423044233885804,-6.350797765003721,2.1420115694473638e-10,1.2895700058172848e-08,2.1420115694473638e-10,True,tested,NM_001085437,5,down
C2orf55,105.66117646736171,-2.3588358482217924,0.5934682921103488,-3.974661965231317,7.047928632617376e-05,0.0011753260034012,7.047928632617376e-05,True,tested,NM_207362,10,down
C2orf67,212.86889856509728,-1.5504267512743115,0.4966926735384183,-3.121501149250169,0.0017993154566916,0.0182820195241808,0.0017993154566916,True,tested,NM_152519,15,down
